tree,K,distribution,iteration,size,insert,lookup,remove
uVEB32L,32,uniform,4,1024,48.9258,55.83,47.9492
uVEB32L,32,uniform,4,2048,48.0469,52.04,45.9473
uVEB32L,32,uniform,4,4096,57.8857,53.74,51.4648
uVEB32L,32,uniform,4,8192,55.4321,53.12,43.6401
uVEB32L,32,uniform,4,16384,52.1118,47.46,40.6555
uVEB32L,32,uniform,4,32768,43.9819,48.44,40.7532
uVEB32L,32,uniform,4,65536,63.089,71.84,60.2997
uVEB32L,32,uniform,4,131072,58.6693,59.4,86.8248
uVEB32L,32,uniform,4,262144,86.9808,108.49,152.523
uVEB32L,32,uniform,4,524288,122.984,145.17,197.89
uVEB32L,32,uniform,4,1048576,177.952,217.41,306.183
uVEB32L,32,uniform,4,2097152,240.819,260.51,333.452
uVEB32L,32,uniform,4,4194304,299.998,283.41,340.638
uVEB32L,32,uniform,4,8388608,312.37,299.05,344.49
uVEB32L,32,uniform,5,32,171.875,61.33,103.125
uVEB32L,32,uniform,5,64,89.0625,68.64,92.1875
uVEB32L,32,uniform,5,128,81.25,58.99,67.9688
uVEB32L,32,uniform,5,256,64.0625,55.82,60.9375
uVEB32L,32,uniform,5,512,53.9062,58.5,52.1484
uVEB32L,32,uniform,5,1024,56.8359,53.8,55.0781
uVEB32L,32,uniform,5,2048,58.9844,55.61,56.1035
uVEB32L,32,uniform,5,4096,58.9355,53.95,56.9824
uVEB32L,32,uniform,5,8192,59.8022,57.08,56.1646
uVEB32L,32,uniform,5,16384,53.4302,50.02,42.2791
uVEB32L,32,uniform,5,32768,53.4851,50.29,45.7123
uVEB32L,32,uniform,5,65536,72.7295,68.5,57.8247
uVEB32L,32,uniform,5,131072,57.0053,82.98,90.4633
uVEB32L,32,uniform,5,262144,76.9527,105.09,150.201
uVEB32L,32,uniform,5,524288,123.578,165.6,181.095
uVEB32L,32,uniform,5,1048576,181.039,215.53,300.146
uVEB32L,32,uniform,5,2097152,237.726,263.69,363.423
uVEB32L,32,uniform,5,4194304,298.821,278.19,339.193
uVEB32L,32,uniform,5,8388608,313.626,297.46,343.582
uVEB32L,32,uniform,6,32,181.25,62.84,100
uVEB32L,32,uniform,6,64,92.1875,58.6,79.6875
uVEB32L,32,uniform,6,128,71.875,56.09,68.75
uVEB32L,32,uniform,6,256,55.8594,57.65,54.6875
uVEB32L,32,uniform,6,512,330.859,78.24,66.9922
uVEB32L,32,uniform,6,1024,52.5391,57.95,54.4922
uVEB32L,32,uniform,6,2048,61.6699,52.88,45.8496
uVEB32L,32,uniform,6,4096,57.5684,53.81,57.0801
uVEB32L,32,uniform,6,8192,55.7251,53.24,43.6157
uVEB32L,32,uniform,6,16384,43.3594,48.55,41.748
uVEB32L,32,uniform,6,32768,48.0072,48.72,40.9027
uVEB32L,32,uniform,6,65536,62.0422,52.97,51.973
uVEB32L,32,uniform,6,131072,59.0889,59.46,96.9551
uVEB32L,32,uniform,6,262144,76.3336,108.76,149.673
uVEB32L,32,uniform,6,524288,120.928,146.17,219.009
uVEB32L,32,uniform,6,1048576,178.177,226.26,298.097
uVEB32L,32,uniform,6,2097152,237.995,260.23,340.971
uVEB32L,32,uniform,6,4194304,298.625,288.15,338.792
uVEB32L,32,uniform,6,8388608,313.78,286.13,344.461
uVEB32L,32,uniform,7,32,175,61.36,96.875
uVEB32L,32,uniform,7,64,92.1875,83.55,96.875
uVEB32L,32,uniform,7,128,71.875,58.98,61.7188
uVEB32L,32,uniform,7,256,67.9688,55.75,63.2812
uVEB32L,32,uniform,7,512,62.1094,57.47,58.9844
uVEB32L,32,uniform,7,1024,56.0547,53.63,54.6875
uVEB32L,32,uniform,7,2048,58.1055,55.47,61.084
uVEB32L,32,uniform,7,4096,57.3486,53.42,45.874
uVEB32L,32,uniform,7,8192,55.6519,53.17,52.7222
uVEB32L,32,uniform,7,16384,51.8433,49.96,42.7307
uVEB32L,32,uniform,7,32768,50.2502,46.98,40.7501
uVEB32L,32,uniform,7,65536,48.0087,52.24,49.9069
uVEB32L,32,uniform,7,131072,57.9765,61,95.0851
uVEB32L,32,uniform,7,262144,78.3054,146.56,151.883
uVEB32L,32,uniform,7,524288,122.345,148.3,222.981
uVEB32L,32,uniform,7,1048576,178.741,220.24,226.561
uVEB32L,32,uniform,7,2097152,241.307,263.05,355.247
uVEB32L,32,uniform,7,4194304,298.94,284.52,339.828
uVEB32L,32,uniform,7,8388608,312.857,292.55,345.467
uVEB32L,32,uniform,8,32,178.125,57.32,96.875
uVEB32L,32,uniform,8,64,84.375,63.4,84.375
uVEB32L,32,uniform,8,128,75,58.01,61.7188
uVEB32L,32,uniform,8,256,67.9688,57.97,62.1094
uVEB32L,32,uniform,8,512,62.6953,55.91,59.1797
uVEB32L,32,uniform,8,1024,60.9375,57.53,58.9844
uVEB32L,32,uniform,8,2048,52.2461,58.02,50.8301
uVEB32L,32,uniform,8,4096,62.4512,58.39,59.4971
uVEB32L,32,uniform,8,8192,61.2671,59.14,57.8979
uVEB32L,32,uniform,8,16384,60.5042,57.53,57.4463
uVEB32L,32,uniform,8,32768,54.1992,61.01,52.9572
uVEB32L,32,uniform,8,65536,74.2035,81.69,65.8585
uVEB32L,32,uniform,8,131072,55.687,79.51,85.8253
uVEB32L,32,uniform,8,262144,84.6851,102.76,138.585
uVEB32L,32,uniform,8,524288,122.711,148.98,198.442
uVEB32L,32,uniform,8,1048576,179.203,221.42,298.336
uVEB32L,32,uniform,8,2097152,238.475,257.88,334.441
uVEB32L,32,uniform,8,4194304,298.414,281.43,339
uVEB32L,32,uniform,8,8388608,314.341,290.3,343.985
uVEB32L,32,uniform,9,32,181.25,59.54,103.125
uVEB32L,32,uniform,9,64,98.4375,60.73,76.5625
uVEB32L,32,uniform,9,128,79.6875,58.94,68.75
uVEB32L,32,uniform,9,256,69.9219,55.97,64.0625
uVEB32L,32,uniform,9,512,62.8906,57.55,59.5703
uVEB32L,32,uniform,9,1024,51.3672,56.4,47.4609
uVEB32L,32,uniform,9,2048,64.4043,57.59,46.875
uVEB32L,32,uniform,9,4096,51.5137,50.99,44.9219
uVEB32L,32,uniform,9,8192,55.249,53.81,43.811
uVEB32L,32,uniform,9,16384,52.7771,51.15,41.5344
uVEB32L,32,uniform,9,32768,48.3093,49.22,40.863
uVEB32L,32,uniform,9,65536,54.2404,51.34,74.6033
uVEB32L,32,uniform,9,131072,58.5953,59.91,92.4553
uVEB32L,32,uniform,9,262144,88.855,106.87,151.314
uVEB32L,32,uniform,9,524288,121.651,149,237.959
uVEB32L,32,uniform,9,1048576,177.956,216.96,300.274
uVEB32L,32,uniform,9,2097152,238.625,262.63,337.234
uVEB32L,32,uniform,9,4194304,298.999,281.06,339.484
uVEB32L,32,uniform,9,8388608,312.876,289.53,342.885
uVEB32L,32,cluster,0,32,168.75,43.8,84.375
uVEB32L,32,cluster,0,64,70.3125,71.8,59.375
uVEB32L,32,cluster,0,128,55.4688,53.5,46.875
uVEB32L,32,cluster,0,256,50.7812,43.04,46.875
uVEB32L,32,cluster,0,512,68.3594,41.33,37.8906
uVEB32L,32,cluster,0,1024,35.3516,43.63,37.207
uVEB32L,32,cluster,0,2048,35.3027,44.57,37.5
uVEB32L,32,cluster,0,4096,44.6777,43.61,36.1572
uVEB32L,32,cluster,0,8192,35.1318,43.58,40.0269
uVEB32L,32,cluster,0,16384,33.1909,45.4,35.9314
uVEB32L,32,cluster,0,32768,50.2075,65.2,39.502
uVEB32L,32,cluster,0,65536,45.1233,47.28,44.7037
uVEB32L,32,cluster,0,131072,35.0914,42.55,36.8637
uVEB32L,32,cluster,0,262144,33.4583,51.64,39.3738
uVEB32L,32,cluster,0,524288,36.3142,55.89,37.3922
uVEB32L,32,cluster,0,1048576,33.9586,83.3,36.5553
uVEB32L,32,cluster,0,2097152,35.5906,85.57,37.1104
uVEB32L,32,cluster,0,4194304,35.1768,87.12,36.2672
uVEB32L,32,cluster,0,8388608,34.3603,92.07,37.2659
uVEB32L,32,cluster,1,32,162.5,43.87,643.75
uVEB32L,32,cluster,1,64,68.75,85.93,59.375
uVEB32L,32,cluster,1,128,57.0312,61.06,52.3438
uVEB32L,32,cluster,1,256,42.5781,43.92,41.4062
uVEB32L,32,cluster,1,512,38.0859,43.43,38.4766
uVEB32L,32,cluster,1,1024,46.875,45.17,36.9141
uVEB32L,32,cluster,1,2048,34.1797,48.1,36.3281
uVEB32L,32,cluster,1,4096,33.5938,41.53,36.2549
uVEB32L,32,cluster,1,8192,33.3008,42.44,40.1611
uVEB32L,32,cluster,1,16384,33.075,46.67,35.791
uVEB32L,32,cluster,1,32768,33.2397,41.17,35.7086
uVEB32L,32,cluster,1,65536,33.9127,42.3,44.986
uVEB32L,32,cluster,1,131072,34.6619,48.74,37.1933
uVEB32L,32,cluster,1,262144,37.2414,51.13,37.9074
uVEB32L,32,cluster,1,524288,33.532,52.44,36.7464
uVEB32L,32,cluster,1,1048576,33.936,81.84,35.6956
uVEB32L,32,cluster,1,2097152,34.0334,86.24,36.4028
uVEB32L,32,cluster,1,4194304,33.6207,83.47,36.7141
uVEB32L,32,cluster,1,8388608,33.5336,85.77,36.4672
uVEB32L,32,cluster,2,32,171.875,42.83,87.5
uVEB32L,32,cluster,2,64,73.4375,74.39,60.9375
uVEB32L,32,cluster,2,128,196.094,44.11,47.6562
uVEB32L,32,cluster,2,256,52.3438,42.33,91.0156
uVEB32L,32,cluster,2,512,37.6953,41.32,38.6719
uVEB32L,32,cluster,2,1024,45.5078,44.07,37.0117
uVEB32L,32,cluster,2,2048,33.9844,44.79,36.7188
uVEB32L,32,cluster,2,4096,33.4229,42.14,36.2793
uVEB32L,32,cluster,2,8192,33.374,40.86,40.21
uVEB32L,32,cluster,2,16384,33.252,48.6,35.8398
uVEB32L,32,cluster,2,32768,33.2764,39.93,38.8367
uVEB32L,32,cluster,2,65536,44.3954,70.01,36.8546
uVEB32L,32,cluster,2,131072,39.1724,43.74,40.6921
uVEB32L,32,cluster,2,262144,34.3533,50.52,38.7558
uVEB32L,32,cluster,2,524288,33.8297,67.85,35.6655
uVEB32L,32,cluster,2,1048576,35.0268,83.83,37.2275
uVEB32L,32,cluster,2,2097152,34.0808,85.65,36.3883
uVEB32L,32,cluster,2,4194304,33.8996,91.52,36.7016
uVEB32L,32,cluster,2,8388608,33.9444,89.03,36.8203
uVEB32L,32,cluster,3,32,156.25,41.27,75
uVEB32L,32,cluster,3,64,75,76.74,64.0625
uVEB32L,32,cluster,3,128,54.6875,49.1,45.3125
uVEB32L,32,cluster,3,256,41.7969,41,40.2344
uVEB32L,32,cluster,3,512,36.7188,40.69,37.8906
uVEB32L,32,cluster,3,1024,35.4492,43.11,37.3047
uVEB32L,32,cluster,3,2048,34.1309,43.65,36.5234
uVEB32L,32,cluster,3,4096,70.752,43.93,36.1816
uVEB32L,32,cluster,3,8192,33.3496,43.62,40.0269
uVEB32L,32,cluster,3,16384,34.3628,40.5,39.2029
uVEB32L,32,cluster,3,32768,33.2001,44.78,36.2457
uVEB32L,32,cluster,3,65536,33.6731,43.45,35.9848
uVEB32L,32,cluster,3,131072,38.3759,64.95,38.9244
uVEB32L,32,cluster,3,262144,40.461,73.31,37.0628
uVEB32L,32,cluster,3,524288,36.846,83.91,36.1055
uVEB32L,32,cluster,3,1048576,34.5603,80.35,36.2571
uVEB32L,32,cluster,3,2097152,34.0777,83.13,35.8588
uVEB32L,32,cluster,3,4194304,33.8065,100.51,36.0317
uVEB32L,32,cluster,3,8388608,34.7095,89.76,36.8299
uVEB32L,32,cluster,4,32,615.625,75.74,87.5
uVEB32L,32,cluster,4,64,92.1875,57.85,70.3125
uVEB32L,32,cluster,4,128,200,49.48,48.4375
uVEB32L,32,cluster,4,256,43.75,44.92,43.3594
uVEB32L,32,cluster,4,512,39.0625,43.99,40.625
uVEB32L,32,cluster,4,1024,37.207,50.45,39.6484
uVEB32L,32,cluster,4,2048,35.791,48.9,38.0371
uVEB32L,32,cluster,4,4096,35.0586,48.22,80.6885
uVEB32L,32,cluster,4,8192,43.4937,43.21,41.9922
uVEB32L,32,cluster,4,16384,43.1702,44.23,42.2852
uVEB32L,32,cluster,4,32768,35.2631,43.22,37.1124
uVEB32L,32,cluster,4,65536,42.8787,43.34,35.7224
uVEB32L,32,cluster,4,131072,39.0862,72.94,36.8889
uVEB32L,32,cluster,4,262144,36.6425,69.47,36.9373
uVEB32L,32,cluster,4,524288,37.072,88.25,36.7876
uVEB32L,32,cluster,4,1048576,35.0267,82.28,36.7995
uVEB32L,32,cluster,4,2097152,34.3586,88.92,37.1876
uVEB32L,32,cluster,4,4194304,34.4281,86.55,36.913
uVEB32L,32,cluster,4,8388608,33.9674,89.73,36.849
uVEB32L,32,cluster,5,32,168.75,46.46,84.375
uVEB32L,32,cluster,5,64,78.125,104.66,75
uVEB32L,32,cluster,5,128,50,46.98,46.0938
uVEB32L,32,cluster,5,256,41.7969,46.81,41.7969
uVEB32L,32,cluster,5,512,36.7188,44.59,38.2812
uVEB32L,32,cluster,5,1024,35.1562,43.58,37.207
uVEB32L,32,cluster,5,2048,34.082,43.19,36.7188
uVEB32L,32,cluster,5,4096,40.0879,46.46,36.2549
uVEB32L,32,cluster,5,8192,34.8022,42.91,39.9536
uVEB32L,32,cluster,5,16384,33.0505,46.71,35.9253
uVEB32L,32,cluster,5,32768,35.141,41.86,35.7483
uVEB32L,32,cluster,5,65536,33.0978,39.99,38.2462
uVEB32L,32,cluster,5,131072,33.39,42.32,36.2144
uVEB32L,32,cluster,5,262144,36.4109,67.2,38.5254
uVEB32L,32,cluster,5,524288,34.6003,71.63,38.1353
uVEB32L,32,cluster,5,1048576,35.3178,83.78,36.0672
uVEB32L,32,cluster,5,2097152,33.8943,84.04,36.0506
uVEB32L,32,cluster,5,4194304,34.8731,87.82,35.9446
uVEB32L,32,cluster,5,8388608,33.464,87.47,36.316
uVEB32L,32,cluster,6,32,175,43.46,81.25
uVEB32L,32,cluster,6,64,67.1875,78.32,65.625
uVEB32L,32,cluster,6,128,155.469,45.07,46.875
uVEB32L,32,cluster,6,256,42.5781,44.51,41.7969
uVEB32L,32,cluster,6,512,38.8672,43.76,39.2578
uVEB32L,32,cluster,6,1024,36.7188,44.19,38.3789
uVEB32L,32,cluster,6,2048,37.4023,43.68,37.5488
uVEB32L,32,cluster,6,4096,35.9619,44.14,37.1338
uVEB32L,32,cluster,6,8192,34.2651,43.67,41.1987
uVEB32L,32,cluster,6,16384,34.2834,58.43,51.1475
uVEB32L,32,cluster,6,32768,37.5397,46.85,38.8184
uVEB32L,32,cluster,6,65536,35.5331,46.92,37.7548
uVEB32L,32,cluster,6,131072,35.0632,54.5,39.7789
uVEB32L,32,cluster,6,262144,35.7082,50.22,39.1113
uVEB32L,32,cluster,6,524288,34.955,71.03,37.7205
uVEB32L,32,cluster,6,1048576,34.0841,81.17,36.6224
uVEB32L,32,cluster,6,2097152,35.098,82.54,36.7608
uVEB32L,32,cluster,6,4194304,33.8429,85.39,36.3725
uVEB32L,32,cluster,6,8388608,33.8577,91.07,36.6588
uVEB32L,32,cluster,7,32,165.625,44.26,81.25
uVEB32L,32,cluster,7,64,70.3125,84.36,60.9375
uVEB32L,32,cluster,7,128,56.25,50.85,47.6562
uVEB32L,32,cluster,7,256,40.625,44.13,40.2344
uVEB32L,32,cluster,7,512,38.8672,43.83,38.2812
uVEB32L,32,cluster,7,1024,36.0352,44.36,37.1094
uVEB32L,32,cluster,7,2048,34.4727,44.36,36.4258
uVEB32L,32,cluster,7,4096,37.9395,43.89,36.1084
uVEB32L,32,cluster,7,8192,38.5742,42.46,39.209
uVEB32L,32,cluster,7,16384,32.3914,45.19,34.79
uVEB32L,32,cluster,7,32768,33.2031,41.68,36.4685
uVEB32L,32,cluster,7,65536,40.6036,61.29,37.204
uVEB32L,32,cluster,7,131072,37.0964,44.88,39.6248
uVEB32L,32,cluster,7,262144,34.7965,51.13,39.0354
uVEB32L,32,cluster,7,524288,34.5108,71.67,37.5618
uVEB32L,32,cluster,7,1048576,34.1598,82.09,37.0084
uVEB32L,32,cluster,7,2097152,34.0399,87.83,35.9695
uVEB32L,32,cluster,7,4194304,33.7574,83.57,36.0683
uVEB32L,32,cluster,7,8388608,34.4338,86.34,36.4374
uVEB32L,32,cluster,8,32,171.875,44.3,78.125
uVEB32L,32,cluster,8,64,73.4375,86.81,59.375
uVEB32L,32,cluster,8,128,50.7812,46.06,46.0938
uVEB32L,32,cluster,8,256,90.625,44.19,40.625
uVEB32L,32,cluster,8,512,38.4766,60.61,39.6484
uVEB32L,32,cluster,8,1024,37.6953,44.2,37.4023
uVEB32L,32,cluster,8,2048,49.3164,47.04,36.5234
uVEB32L,32,cluster,8,4096,44.2383,44.81,36.2305
uVEB32L,32,cluster,8,8192,32.6538,42.76,35.1929
uVEB32L,32,cluster,8,16384,32.5684,46.63,34.7473
uVEB32L,32,cluster,8,32768,33.905,41.55,35.8765
uVEB32L,32,cluster,8,65536,33.8074,39.94,37.1185
uVEB32L,32,cluster,8,131072,38.2072,65.74,36.1977
uVEB32L,32,cluster,8,262144,37.5286,51.74,36.0497
uVEB32L,32,cluster,8,524288,34.5348,72.11,35.4452
uVEB32L,32,cluster,8,1048576,33.6509,79.69,35.991
uVEB32L,32,cluster,8,2097152,34.512,89.46,36.3597
uVEB32L,32,cluster,8,4194304,33.7633,85.77,36.2048
uVEB32L,32,cluster,8,8388608,33.2588,85.77,36.2285
uVEB32L,32,cluster,9,32,168.75,48.07,78.125
uVEB32L,32,cluster,9,64,68.75,83.17,60.9375
uVEB32L,32,cluster,9,128,54.6875,46.26,46.875
uVEB32L,32,cluster,9,256,40.625,44.49,41.4062
uVEB32L,32,cluster,9,512,37.3047,43.99,38.8672
uVEB32L,32,cluster,9,1024,37.793,46.1,37.3047
uVEB32L,32,cluster,9,2048,35.1074,47.56,36.5234
uVEB32L,32,cluster,9,4096,34.1309,45.11,35.376
uVEB32L,32,cluster,9,8192,32.7881,40.75,39.4897
uVEB32L,32,cluster,9,16384,32.3425,41.65,34.9915
uVEB32L,32,cluster,9,32768,34.3506,40.92,34.7778
uVEB32L,32,cluster,9,65536,36.0413,43.44,36.319
uVEB32L,32,cluster,9,131072,32.7606,41.77,35.4858
uVEB32L,32,cluster,9,262144,36.591,79.35,36.8408
uVEB32L,32,cluster,9,524288,39.1014,87.69,41.3511
uVEB32L,32,cluster,9,1048576,34.8143,99.15,36.8783
uVEB32L,32,cluster,9,2097152,34.2932,86.42,36.2444
uVEB32L,32,cluster,9,4194304,34.5341,90.3,36.1831
uVEB32L,32,cluster,9,8388608,33.5714,87.82,36.2163
uVEB32L,32,normal,0,32,190.625,65.07,103.125
uVEB32L,32,normal,0,64,95.3125,68.44,79.6875
uVEB32L,32,normal,0,128,76.5625,65.03,69.5312
uVEB32L,32,normal,0,256,71.4844,63.78,67.9688
uVEB32L,32,normal,0,512,67.7734,64.02,63.8672
uVEB32L,32,normal,0,1024,67.7734,63.84,61.7188
uVEB32L,32,normal,0,2048,66.1133,64.48,61.084
uVEB32L,32,normal,0,4096,65.2344,62.92,61.5234
uVEB32L,32,normal,0,8192,68.0298,65.04,63.8916
uVEB32L,32,normal,0,16384,72.998,65.42,75.9216
uVEB32L,32,normal,0,32768,87.1185,65.17,75.3296
uVEB32L,32,normal,0,65536,85.9039,83.79,97.1268
uVEB32L,32,normal,0,131072,96.6003,81.69,131.928
uVEB32L,32,normal,0,262144,141.856,99.51,220.177
uVEB32L,32,normal,0,524288,194.6,109.74,232.348
uVEB32L,32,normal,0,1048576,215.682,119.71,243.166
uVEB32L,32,normal,0,2097152,227.574,126.48,250.614
uVEB32L,32,normal,0,4194304,232.106,133.9,249.368
uVEB32L,32,normal,0,8388608,231.501,140.36,248.265
uVEB32L,32,normal,1,32,196.875,65.46,103.125
uVEB32L,32,normal,1,64,90.625,75.19,75
uVEB32L,32,normal,1,128,73.4375,62.19,67.1875
uVEB32L,32,normal,1,256,65.625,60.43,61.7188
uVEB32L,32,normal,1,512,65.8203,61.98,50.9766
uVEB32L,32,normal,1,1024,63.7695,58.13,57.8125
uVEB32L,32,normal,1,2048,62.0117,59.48,47.2168
uVEB32L,32,normal,1,4096,57.3975,55.22,45.2881
uVEB32L,32,normal,1,8192,59.8511,56.71,47.8027
uVEB32L,32,normal,1,16384,52.0508,52.69,56.8359
uVEB32L,32,normal,1,32768,71.4111,55.34,76.5259
uVEB32L,32,normal,1,65536,84.9289,76.3,98.6801
uVEB32L,32,normal,1,131072,106.087,82.73,132.867
uVEB32L,32,normal,1,262144,141.622,98.88,221.501
uVEB32L,32,normal,1,524288,194.133,110.17,236.843
uVEB32L,32,normal,1,1048576,213.299,117.14,243.696
uVEB32L,32,normal,1,2097152,227.244,126.83,249.62
uVEB32L,32,normal,1,4194304,233.048,133.02,249.548
uVEB32L,32,normal,1,8388608,232.001,138.9,245.194
uVEB32L,32,normal,2,32,162.5,62.55,100
uVEB32L,32,normal,2,64,81.25,64.78,79.6875
uVEB32L,32,normal,2,128,78.125,62.54,68.75
uVEB32L,32,normal,2,256,64.4531,60.69,61.7188
uVEB32L,32,normal,2,512,66.2109,61.73,51.7578
uVEB32L,32,normal,2,1024,62.793,58.3,57.6172
uVEB32L,32,normal,2,2048,60.791,59.08,46.3867
uVEB32L,32,normal,2,4096,58.5693,65.35,50.9033
uVEB32L,32,normal,2,8192,58.7769,56.04,46.7285
uVEB32L,32,normal,2,16384,61.322,53.31,55.8472
uVEB32L,32,normal,2,32768,57.7026,50.47,67.5751
uVEB32L,32,normal,2,65536,84.9991,86.32,100.914
uVEB32L,32,normal,2,131072,108.292,83.03,149.995
uVEB32L,32,normal,2,262144,141.92,96.34,224.4
uVEB32L,32,normal,2,524288,195.11,107.56,231.949
uVEB32L,32,normal,2,1048576,214.351,120.11,244.415
uVEB32L,32,normal,2,2097152,228.223,126.37,250.835
uVEB32L,32,normal,2,4194304,231.501,135.26,248.756
uVEB32L,32,normal,2,8388608,230.109,141.32,245.024
uVEB32L,32,normal,3,32,181.25,65.35,100
uVEB32L,32,normal,3,64,90.625,66.37,78.125
uVEB32L,32,normal,3,128,65.625,61.6,59.375
uVEB32L,32,normal,3,256,65.625,61.82,60.9375
uVEB32L,32,normal,3,512,65.625,60.77,50.5859
uVEB32L,32,normal,3,1024,51.4648,59.73,50
uVEB32L,32,normal,3,2048,60.4004,58.19,45.5566
uVEB32L,32,normal,3,4096,53.3691,55.39,45.9961
uVEB32L,32,normal,3,8192,58.4351,57.12,46.9116
uVEB32L,32,normal,3,16384,51.3,53.05,54.1504
uVEB32L,32,normal,3,32768,64.4318,51.21,64.3402
uVEB32L,32,normal,3,65536,89.7461,77.39,91.9937
uVEB32L,32,normal,3,131072,105.076,84.41,150.437
uVEB32L,32,normal,3,262144,140.91,98.33,222.486
uVEB32L,32,normal,3,524288,192.88,111.21,234.905
uVEB32L,32,normal,3,1048576,214.289,119.99,243.456
uVEB32L,32,normal,3,2097152,229.01,126.08,249.258
uVEB32L,32,normal,3,4194304,232.768,145.96,248.823
uVEB32L,32,normal,3,8388608,231.33,144.65,248.209
uVEB32L,32,normal,4,32,196.875,65.2,106.25
uVEB32L,32,normal,4,64,95.3125,73.78,82.8125
uVEB32L,32,normal,4,128,64.8438,62.77,61.7188
uVEB32L,32,normal,4,256,65.2344,60.9,62.1094
uVEB32L,32,normal,4,512,68.3594,60.81,51.9531
uVEB32L,32,normal,4,1024,61.5234,58.33,57.1289
uVEB32L,32,normal,4,2048,61.9629,59.03,55.7129
uVEB32L,32,normal,4,4096,61.1084,58.9,56.0791
uVEB32L,32,normal,4,8192,62.4878,60.37,58.4595
uVEB32L,32,normal,4,16384,70.0378,60.96,71.4111
uVEB32L,32,normal,4,32768,77.7069,78.88,86.2152
uVEB32L,32,normal,4,65536,98.3124,77.13,118.517
uVEB32L,32,normal,4,131072,110.825,86.26,155.437
uVEB32L,32,normal,4,262144,137.548,96.96,231.351
uVEB32L,32,normal,4,524288,194.029,109.93,231.644
uVEB32L,32,normal,4,1048576,212.562,131.41,246.591
uVEB32L,32,normal,4,2097152,226.931,128.41,250.858
uVEB32L,32,normal,4,4194304,232.997,136.37,248.883
uVEB32L,32,normal,4,8388608,231.303,140.39,243.71
uVEB32L,32,normal,5,32,181.25,62.62,96.875
uVEB32L,32,normal,5,64,90.625,64.54,79.6875
uVEB32L,32,normal,5,128,67.1875,63.02,61.7188
uVEB32L,32,normal,5,256,63.6719,60.59,61.7188
uVEB32L,32,normal,5,512,54.1016,62.06,50.7812
uVEB32L,32,normal,5,1024,51.4648,58.5,49.1211
uVEB32L,32,normal,5,2048,61.2305,59.62,55.8594
uVEB32L,32,normal,5,4096,61.0352,59.44,57.2998
uVEB32L,32,normal,5,8192,62.0728,59.08,58.3618
uVEB32L,32,normal,5,16384,60.3638,53.6,61.3586
uVEB32L,32,normal,5,32768,68.7164,51.45,75.3571
uVEB32L,32,normal,5,65536,75.7523,71.31,95.4834
uVEB32L,32,normal,5,131072,105.463,86.46,163.165
uVEB32L,32,normal,5,262144,144.641,95.84,223.599
uVEB32L,32,normal,5,524288,194.475,109.77,233.801
uVEB32L,32,normal,5,1048576,211.487,118.11,245.212
uVEB32L,32,normal,5,2097152,227.119,128.08,250.527
uVEB32L,32,normal,5,4194304,233.122,147.9,248.99
uVEB32L,32,normal,5,8388608,231.189,144.82,243.851
uVEB32L,32,normal,6,32,181.25,64.69,106.25
uVEB32L,32,normal,6,64,90.625,74.82,78.125
uVEB32L,32,normal,6,128,74.2188,62.76,64.8438
uVEB32L,32,normal,6,256,111.719,62.69,56.6406
uVEB32L,32,normal,6,512,67.9688,61.66,62.3047
uVEB32L,32,normal,6,1024,63.1836,59.34,57.9102
uVEB32L,32,normal,6,2048,59.375,57.12,54.4922
uVEB32L,32,normal,6,4096,58.5693,58.2,45.7275
uVEB32L,32,normal,6,8192,52.9785,54.15,46.3257
uVEB32L,32,normal,6,16384,57.9285,53.65,55.5969
uVEB32L,32,normal,6,32768,61.3586,50.82,69.3329
uVEB32L,32,normal,6,65536,76.7853,70.73,91.1591
uVEB32L,32,normal,6,131072,103.067,80.96,156.516
uVEB32L,32,normal,6,262144,137.994,96.95,224.054
uVEB32L,32,normal,6,524288,195.721,107.41,231.539
uVEB32L,32,normal,6,1048576,213.882,117.39,244.479
uVEB32L,32,normal,6,2097152,227.098,127.86,249.71
uVEB32L,32,normal,6,4194304,232.533,137.54,249.739
uVEB32L,32,normal,6,8388608,231.538,140.43,244.851
uVEB32L,32,normal,7,32,175,64.34,165.625
uVEB32L,32,normal,7,64,84.375,65.62,82.8125
uVEB32L,32,normal,7,128,75,62.52,67.1875
uVEB32L,32,normal,7,256,65.625,69.38,54.6875
uVEB32L,32,normal,7,512,68.9453,61.36,62.5
uVEB32L,32,normal,7,1024,63.5742,58.26,57.0312
uVEB32L,32,normal,7,2048,49.5117,60,46.3867
uVEB32L,32,normal,7,4096,58.6426,58.04,45.8252
uVEB32L,32,normal,7,8192,52.4292,53.54,45.9229
uVEB32L,32,normal,7,16384,62.5366,54.6,64.9536
uVEB32L,32,normal,7,32768,73.5992,53.05,64.4836
uVEB32L,32,normal,7,65536,81.2317,73.18,87.3428
uVEB32L,32,normal,7,131072,103.741,83.58,126.146
uVEB32L,32,normal,7,262144,137,98.44,218.044
uVEB32L,32,normal,7,524288,193.909,110.21,238.992
uVEB32L,32,normal,7,1048576,236.518,120.23,242.607
uVEB32L,32,normal,7,2097152,227.305,137.74,249.723
uVEB32L,32,normal,7,4194304,232.35,135.92,249.529
uVEB32L,32,normal,7,8388608,231.026,145.8,244.246
uVEB32L,32,normal,8,32,175,61.59,103.125
uVEB32L,32,normal,8,64,114.062,64.73,103.125
uVEB32L,32,normal,8,128,71.0938,62.04,64.0625
