tree,K,distribution,threads,iteration,size,insert,lookup,remove
32uVEBL,32,uniform,3,5,262144,872.669,133.71,952.434
32uVEBL,32,uniform,3,5,524288,712.126,148.6,744.959
32uVEBL,32,uniform,3,5,1048576,666.82,144.83,704.04
32uVEBL,32,uniform,3,5,2097152,686.901,154.41,730.537
32uVEBL,32,uniform,3,6,32,2918.75,26.55,471.875
32uVEBL,32,uniform,3,6,64,885.938,51.47,415.625
32uVEBL,32,uniform,3,6,128,1227.34,40.86,529.688
32uVEBL,32,uniform,3,6,256,870.312,27.22,505.859
32uVEBL,32,uniform,3,6,512,791.602,31.3,509.18
32uVEBL,32,uniform,3,6,1024,724.219,26.58,451.953
32uVEBL,32,uniform,3,6,2048,607.471,28.42,373.291
32uVEBL,32,uniform,3,6,4096,659.937,42.34,426.562
32uVEBL,32,uniform,3,6,8192,487.463,34.3,337.964
32uVEBL,32,uniform,3,6,16384,532.849,38.15,512.952
32uVEBL,32,uniform,3,6,32768,798.615,48.27,710.446
32uVEBL,32,uniform,3,6,65536,867.676,65.43,928.268
32uVEBL,32,uniform,3,6,131072,923.208,95.72,1051.88
32uVEBL,32,uniform,3,6,262144,870.909,137.98,957.111
32uVEBL,32,uniform,3,6,524288,712.037,136.8,755.034
32uVEBL,32,uniform,3,6,1048576,649.397,139.18,728.526
32uVEBL,32,uniform,3,6,2097152,690.39,153.95,723.096
32uVEBL,32,uniform,3,7,32,2931.25,26.6,493.75
32uVEBL,32,uniform,3,7,64,698.438,39.93,418.75
32uVEBL,32,uniform,3,7,128,773.438,27.57,415.625
32uVEBL,32,uniform,3,7,256,820.312,27.8,515.625
32uVEBL,32,uniform,3,7,512,960.938,27.67,561.523
32uVEBL,32,uniform,3,7,1024,853.516,27.83,497.852
32uVEBL,32,uniform,3,7,2048,790.674,28.18,423.633
32uVEBL,32,uniform,3,7,4096,614.453,28.55,378.491
32uVEBL,32,uniform,3,7,8192,599.731,30.04,363.831
32uVEBL,32,uniform,3,7,16384,586.517,37.9,565.802
32uVEBL,32,uniform,3,7,32768,751.666,48.8,742.059
32uVEBL,32,uniform,3,7,65536,937.12,67.19,862.564
32uVEBL,32,uniform,3,7,131072,951.174,97.43,1032.16
32uVEBL,32,uniform,3,7,262144,869.6,135.22,974.487
32uVEBL,32,uniform,3,7,524288,721.183,152.83,773.539
32uVEBL,32,uniform,3,7,1048576,660.643,148.35,714.648
32uVEBL,32,uniform,3,7,2097152,689.628,166.45,719.206
32uVEBL,32,uniform,3,8,32,2646.88,28.31,512.5
32uVEBL,32,uniform,3,8,64,1228.12,38.75,698.438
32uVEBL,32,uniform,3,8,128,951.562,35.23,455.469
32uVEBL,32,uniform,3,8,256,1006.25,34.11,594.922
32uVEBL,32,uniform,3,8,512,1063.67,37.88,627.734
32uVEBL,32,uniform,3,8,1024,831.836,33.22,561.328
32uVEBL,32,uniform,3,8,2048,835.645,35.2,489.307
32uVEBL,32,uniform,3,8,4096,689.331,37.93,465.796
32uVEBL,32,uniform,3,8,8192,709.167,35.99,479.199
32uVEBL,32,uniform,3,8,16384,513.763,33.08,561.78
32uVEBL,32,uniform,3,8,32768,776.401,57.62,692.572
32uVEBL,32,uniform,3,8,65536,931.821,68.84,988.977
32uVEBL,32,uniform,3,8,131072,945.73,106.31,1060.4
32uVEBL,32,uniform,3,8,262144,926.958,129.18,939.904
32uVEBL,32,uniform,3,8,524288,689.209,135.63,791.573
32uVEBL,32,uniform,3,8,1048576,649.518,144.92,711.833
32uVEBL,32,uniform,3,8,2097152,685.029,155.56,739.384
32uVEBL,32,uniform,3,9,32,2553.12,26.23,506.25
32uVEBL,32,uniform,3,9,64,950,33.92,453.125
32uVEBL,32,uniform,3,9,128,830.469,41.02,442.188
32uVEBL,32,uniform,3,9,256,942.578,27.29,505.078
32uVEBL,32,uniform,3,9,512,887.5,26.78,559.57
32uVEBL,32,uniform,3,9,1024,888.184,26.89,512.988
32uVEBL,32,uniform,3,9,2048,766.553,31.15,423.438
32uVEBL,32,uniform,3,9,4096,707.471,28.53,385.62
32uVEBL,32,uniform,3,9,8192,656.653,34.96,389.111
32uVEBL,32,uniform,3,9,16384,485.675,37.67,518.091
32uVEBL,32,uniform,3,9,32768,712.918,71.41,668.964
32uVEBL,32,uniform,3,9,65536,853.035,84.23,938.335
32uVEBL,32,uniform,3,9,131072,968.884,103.2,1092.12
32uVEBL,32,uniform,3,9,262144,870.91,127.77,967.78
32uVEBL,32,uniform,3,9,524288,734.69,145.79,768.698
32uVEBL,32,uniform,3,9,1048576,639.608,151.56,718.853
32uVEBL,32,uniform,3,9,2097152,670.698,161.99,730.765
32uVEBL,32,uniform,4,0,32,10187.5,20.63,553.125
32uVEBL,32,uniform,4,0,64,1075,23.02,621.875
32uVEBL,32,uniform,4,0,128,1730.47,28.59,873.438
32uVEBL,32,uniform,4,0,256,1330.86,25.59,823.828
32uVEBL,32,uniform,4,0,512,1536.91,26.64,698.828
32uVEBL,32,uniform,4,0,1024,1490.72,27.05,688.965
32uVEBL,32,uniform,4,0,2048,1272.8,26.44,573.926
32uVEBL,32,uniform,4,0,4096,963.525,26.78,512.793
32uVEBL,32,uniform,4,0,8192,1222.96,26.88,414.917
32uVEBL,32,uniform,4,0,16384,1057.81,29.96,710.687
32uVEBL,32,uniform,4,0,32768,1013.89,34.71,761.011
32uVEBL,32,uniform,4,0,65536,2097.63,52.87,1036.59
32uVEBL,32,uniform,4,0,131072,1554.08,77.68,1139.66
32uVEBL,32,uniform,4,0,262144,1445.72,116.42,1042.75
32uVEBL,32,uniform,4,0,524288,889.561,112.76,830.939
32uVEBL,32,uniform,4,0,1048576,720.944,128.17,783.521
32uVEBL,32,uniform,4,0,2097152,861.627,150.41,798.694
32uVEBL,32,uniform,4,1,32,71790.6,20.4,493.75
32uVEBL,32,uniform,4,1,64,1364.06,38.89,843.75
32uVEBL,32,uniform,4,1,128,1104.69,28.86,517.969
32uVEBL,32,uniform,4,1,256,1071.09,25.59,598.047
32uVEBL,32,uniform,4,1,512,1002.54,25.87,628.32
32uVEBL,32,uniform,4,1,1024,958.105,25.11,604.492
32uVEBL,32,uniform,4,1,2048,904.395,25.74,452.002
32uVEBL,32,uniform,4,1,4096,688.916,26.21,465.015
32uVEBL,32,uniform,4,1,8192,714.978,30.93,469.873
32uVEBL,32,uniform,4,1,16384,763.708,29.83,621.136
32uVEBL,32,uniform,4,1,32768,844.763,30.13,872.449
32uVEBL,32,uniform,4,1,65536,1046.47,54.81,1004.72
32uVEBL,32,uniform,4,1,131072,1128.47,83.36,1157.19
32uVEBL,32,uniform,4,1,262144,1013.63,122.87,1020.9
32uVEBL,32,uniform,4,1,524288,779.609,111.44,829.215
32uVEBL,32,uniform,4,1,1048576,724.135,214.97,772.943
32uVEBL,32,uniform,4,1,2097152,811.918,147.39,784.097
32uVEBL,32,uniform,4,2,32,3031.25,21.37,575
32uVEBL,32,uniform,4,2,64,984.375,26.38,632.812
32uVEBL,32,uniform,4,2,128,1867.97,26.4,671.094
32uVEBL,32,uniform,4,2,256,1301.17,24.86,517.969
32uVEBL,32,uniform,4,2,512,999.219,25.33,517.383
32uVEBL,32,uniform,4,2,1024,1300.1,25.23,672.363
32uVEBL,32,uniform,4,2,2048,1082.52,25.93,585.889
32uVEBL,32,uniform,4,2,4096,971.826,26.41,543.262
32uVEBL,32,uniform,4,2,8192,800.537,22.79,524.072
32uVEBL,32,uniform,4,2,16384,698.108,32.21,581.036
32uVEBL,32,uniform,4,2,32768,925.156,34.32,972.91
32uVEBL,32,uniform,4,2,65536,1203.43,54.43,999.76
32uVEBL,32,uniform,4,2,131072,1146.49,80.21,1168.25
32uVEBL,32,uniform,4,2,262144,999.089,118.26,1060.4
32uVEBL,32,uniform,4,2,524288,798.067,119.93,850.508
32uVEBL,32,uniform,4,2,1048576,729.071,138.71,778.584
32uVEBL,32,uniform,4,2,2097152,816.714,150.48,789.608
32uVEBL,32,uniform,4,3,32,3209.38,21.89,662.5
32uVEBL,32,uniform,4,3,64,1292.19,26.76,743.75
32uVEBL,32,uniform,4,3,128,1227.34,26.75,989.062
32uVEBL,32,uniform,4,3,256,1082.03,28.12,675
32uVEBL,32,uniform,4,3,512,1309.77,25.46,712.109
32uVEBL,32,uniform,4,3,1024,1197.56,25.44,659.473
32uVEBL,32,uniform,4,3,2048,1056.79,25.48,601.416
32uVEBL,32,uniform,4,3,4096,732.91,26.36,455.371
32uVEBL,32,uniform,4,3,8192,706.335,26.92,485.657
32uVEBL,32,uniform,4,3,16384,698.401,26.36,659.064
32uVEBL,32,uniform,4,3,32768,1105.44,33.27,802.795
32uVEBL,32,uniform,4,3,65536,1058.97,53.12,1017.04
32uVEBL,32,uniform,4,3,131072,1124.46,82.5,1122.69
32uVEBL,32,uniform,4,3,262144,1074.46,116.79,1025.47
32uVEBL,32,uniform,4,3,524288,879.418,110.4,851.911
32uVEBL,32,uniform,4,3,1048576,706.453,126.46,772.325
32uVEBL,32,uniform,4,3,2097152,776.92,128.5,794.028
32uVEBL,32,uniform,4,4,32,3181.25,22.24,581.25
32uVEBL,32,uniform,4,4,64,873.438,23.79,592.188
32uVEBL,32,uniform,4,4,128,969.531,25.92,503.125
32uVEBL,32,uniform,4,4,256,1126.95,25.35,641.797
32uVEBL,32,uniform,4,4,512,951.172,25.64,611.328
32uVEBL,32,uniform,4,4,1024,938.672,25.99,557.422
32uVEBL,32,uniform,4,4,2048,825.391,29.49,478.857
32uVEBL,32,uniform,4,4,4096,866.138,29.24,499.316
32uVEBL,32,uniform,4,4,8192,728.918,23.14,461.658
32uVEBL,32,uniform,4,4,16384,848.242,26.58,2207.63
32uVEBL,32,uniform,4,4,32768,883.466,32.94,826.605
32uVEBL,32,uniform,4,4,65536,1096.33,53.81,1053.28
32uVEBL,32,uniform,4,4,131072,1045.61,80.63,1186.56
32uVEBL,32,uniform,4,4,262144,995.622,106.72,1042.27
32uVEBL,32,uniform,4,4,524288,802.02,114.72,864.189
32uVEBL,32,uniform,4,4,1048576,732.098,113.74,766.207
32uVEBL,32,uniform,4,4,2097152,762.536,143.13,800.773
32uVEBL,32,uniform,4,5,32,2846.88,19.94,693.75
32uVEBL,32,uniform,4,5,64,1315.62,37.71,1139.06
32uVEBL,32,uniform,4,5,128,996.875,29.99,604.688
32uVEBL,32,uniform,4,5,256,1123.05,25.22,640.625
32uVEBL,32,uniform,4,5,512,1253.52,25.68,754.492
32uVEBL,32,uniform,4,5,1024,1128.71,25.07,728.223
32uVEBL,32,uniform,4,5,2048,1017.82,26.28,616.064
32uVEBL,32,uniform,4,5,4096,1059.5,26.98,555.884
32uVEBL,32,uniform,4,5,8192,996.521,26.36,696.13
32uVEBL,32,uniform,4,5,16384,969.879,33.24,692.95
32uVEBL,32,uniform,4,5,32768,753.268,35.6,788.855
32uVEBL,32,uniform,4,5,65536,1012.7,56.47,1004.15
32uVEBL,32,uniform,4,5,131072,1025.64,81.26,1145.56
32uVEBL,32,uniform,4,5,262144,1010.32,113.12,1006.69
32uVEBL,32,uniform,4,5,524288,823.15,117.69,841.953
32uVEBL,32,uniform,4,5,1048576,737.136,129.1,768.13
32uVEBL,32,uniform,4,5,2097152,774.569,138.13,791.137
32uVEBL,32,uniform,4,6,32,3037.5,21.62,603.125
32uVEBL,32,uniform,4,6,64,1239.06,24.09,2604.69
32uVEBL,32,uniform,4,6,128,1102.34,26.79,458.594
32uVEBL,32,uniform,4,6,256,1103.91,26.41,672.656
32uVEBL,32,uniform,4,6,512,1324.8,26.37,762.5
32uVEBL,32,uniform,4,6,1024,1088.67,26.57,673.633
32uVEBL,32,uniform,4,6,2048,947.314,26.45,579.004
32uVEBL,32,uniform,4,6,4096,838.33,27.37,467.017
32uVEBL,32,uniform,4,6,8192,760.181,26.94,4464.72
32uVEBL,32,uniform,4,6,16384,757.104,30.57,611.932
32uVEBL,32,uniform,4,6,32768,826.813,36.07,743.231
32uVEBL,32,uniform,4,6,65536,1015.33,54.88,985.519
32uVEBL,32,uniform,4,6,131072,1133.63,85.49,1136.97
32uVEBL,32,uniform,4,6,262144,988.558,121.56,1019.38
32uVEBL,32,uniform,4,6,524288,806.564,114.76,858.472
32uVEBL,32,uniform,4,6,1048576,737.259,118.14,777.446
32uVEBL,32,uniform,4,6,2097152,782.776,132.8,803.439
32uVEBL,32,uniform,4,7,32,3828.12,22.27,571.875
32uVEBL,32,uniform,4,7,64,1026.56,24.55,625
32uVEBL,32,uniform,4,7,128,1005.47,26.75,500
32uVEBL,32,uniform,4,7,256,1208.2,25.45,624.219
32uVEBL,32,uniform,4,7,512,1032.23,25.72,611.523
32uVEBL,32,uniform,4,7,1024,861.133,31.85,561.719
32uVEBL,32,uniform,4,7,2048,796.68,25.53,474.365
32uVEBL,32,uniform,4,7,4096,728.076,26.3,450.684
32uVEBL,32,uniform,4,7,8192,697.559,29.98,522.156
32uVEBL,32,uniform,4,7,16384,863.617,32.14,569.739
32uVEBL,32,uniform,4,7,32768,983.694,37.23,812.677
32uVEBL,32,uniform,4,7,65536,1041.78,52.93,1026.09
32uVEBL,32,uniform,4,7,131072,1070.78,84.78,1128.99
32uVEBL,32,uniform,4,7,262144,977.448,111.16,1039.11
32uVEBL,32,uniform,4,7,524288,833.4,115.17,842.229
32uVEBL,32,uniform,4,7,1048576,759.113,123.89,790.824
32uVEBL,32,uniform,4,7,2097152,750.248,146.77,791.204
32uVEBL,32,uniform,4,8,32,3084.38,21.86,500
32uVEBL,32,uniform,4,8,64,1128.12,27.57,784.375
32uVEBL,32,uniform,4,8,128,1068.75,27.64,539.062
32uVEBL,32,uniform,4,8,256,1284.77,27.18,731.641
32uVEBL,32,uniform,4,8,512,1185.94,26.08,760.156
32uVEBL,32,uniform,4,8,1024,984.863,26.12,679.004
32uVEBL,32,uniform,4,8,2048,939.697,27.04,576.27
32uVEBL,32,uniform,4,8,4096,751.758,27.01,412.598
32uVEBL,32,uniform,4,8,8192,745.667,28.25,434.363
32uVEBL,32,uniform,4,8,16384,839.923,26.23,2408.17
32uVEBL,32,uniform,4,8,32768,831.662,34.09,904.666
32uVEBL,32,uniform,4,8,65536,1152.45,53.3,1018.53
32uVEBL,32,uniform,4,8,131072,1074.57,86.46,1149.12
32uVEBL,32,uniform,4,8,262144,1042.3,112.72,1020.15
32uVEBL,32,uniform,4,8,524288,830.744,119.34,847.687
32uVEBL,32,uniform,4,8,1048576,726.971,126.08,746.714
32uVEBL,32,uniform,4,8,2097152,744.842,139.33,780.557
32uVEBL,32,uniform,4,9,32,3146.88,20.35,640.625
32uVEBL,32,uniform,4,9,64,1315.62,24.19,582.812
32uVEBL,32,uniform,4,9,128,1491.41,25.72,762.5
32uVEBL,32,uniform,4,9,256,1239.45,24.88,691.406
32uVEBL,32,uniform,4,9,512,1371.88,25.19,787.305
32uVEBL,32,uniform,4,9,1024,1026.66,25.68,661.426
32uVEBL,32,uniform,4,9,2048,922.168,25.64,581.445
32uVEBL,32,uniform,4,9,4096,1090.84,26.35,563.525
32uVEBL,32,uniform,4,9,8192,913.098,23.41,608.301
32uVEBL,32,uniform,4,9,16384,817.303,33.48,556.677
32uVEBL,32,uniform,4,9,32768,1053.15,34.42,775.488
32uVEBL,32,uniform,4,9,65536,1010.21,50.04,985.205
32uVEBL,32,uniform,4,9,131072,1111.87,91.39,1105.35
32uVEBL,32,uniform,4,9,262144,958.073,112.49,1027.94
32uVEBL,32,uniform,4,9,524288,797.071,120.58,817.214
32uVEBL,32,uniform,4,9,1048576,737.128,127.25,767.838
32uVEBL,32,uniform,4,9,2097152,751.485,141.63,781.129
32uVEBL,32,uniform,5,0,32,9109.38,22.12,621.875
32uVEBL,32,uniform,5,0,64,1296.88,22.47,995.312
32uVEBL,32,uniform,5,0,128,1237.5,20.89,740.625
32uVEBL,32,uniform,5,0,256,1681.64,22.79,623.828
32uVEBL,32,uniform,5,0,512,1932.42,20.99,878.516
32uVEBL,32,uniform,5,0,1024,2453.81,24.67,997.852
32uVEBL,32,uniform,5,0,2048,1545.95,20.85,869.922
32uVEBL,32,uniform,5,0,4096,1097.88,22.36,487.915
32uVEBL,32,uniform,5,0,8192,824.78,22.35,618.811
32uVEBL,32,uniform,5,0,16384,949.182,24.57,949.39
32uVEBL,32,uniform,5,0,32768,1174.83,29.57,938.882
32uVEBL,32,uniform,5,0,65536,1965.7,53.72,1187.76
32uVEBL,32,uniform,5,0,131072,1924.3,81.16,1179.92
32uVEBL,32,uniform,5,0,262144,1448.3,111.96,1128.6
32uVEBL,32,uniform,5,0,524288,932.627,113.33,940.804
32uVEBL,32,uniform,5,0,1048576,934.8,120.4,841.621
32uVEBL,32,uniform,5,0,2097152,863.43,149.78,847.049
32uVEBL,32,uniform,5,1,32,3118.75,21.48,781.25
32uVEBL,32,uniform,5,1,64,1254.69,20.87,915.625
32uVEBL,32,uniform,5,1,128,1846.88,22.95,1012.5
32uVEBL,32,uniform,5,1,256,1076.56,21.17,755.078
32uVEBL,32,uniform,5,1,512,1211.13,22.9,778.906
32uVEBL,32,uniform,5,1,1024,1144.73,20.74,685.938
32uVEBL,32,uniform,5,1,2048,1000.54,21.53,588.721
32uVEBL,32,uniform,5,1,4096,982.69,22.05,594.556
32uVEBL,32,uniform,5,1,8192,1022.44,23.2,640.137
32uVEBL,32,uniform,5,1,16384,1058.12,24.39,1028.53
32uVEBL,32,uniform,5,1,32768,997.116,30.34,844.904
32uVEBL,32,uniform,5,1,65536,1381.34,52.9,1096.43
32uVEBL,32,uniform,5,1,131072,1512.53,78.59,1294.6
32uVEBL,32,uniform,5,1,262144,1192.17,134.86,1110
32uVEBL,32,uniform,5,1,524288,1004.5,115.41,929.084
32uVEBL,32,uniform,5,1,1048576,823.78,122.63,855.862
32uVEBL,32,uniform,5,1,2097152,877.692,136.89,844.483
32uVEBL,32,uniform,5,2,32,2968.75,22.63,828.125
32uVEBL,32,uniform,5,2,64,1495.31,26.67,982.812
32uVEBL,32,uniform,5,2,128,1422.66,21.2,721.875
32uVEBL,32,uniform,5,2,256,1082.03,20.62,739.844
32uVEBL,32,uniform,5,2,512,1217.19,21.73,771.484
32uVEBL,32,uniform,5,2,1024,1274.12,21.15,672.949
32uVEBL,32,uniform,5,2,2048,1153.42,22.54,606.738
32uVEBL,32,uniform,5,2,4096,1492.29,24.89,517.627
32uVEBL,32,uniform,5,2,8192,1049.52,23.47,849.06
32uVEBL,32,uniform,5,2,16384,916.547,25.21,780.713
32uVEBL,32,uniform,5,2,32768,957.303,32.3,861.813
32uVEBL,32,uniform,5,2,65536,1266.4,52.29,1084.95
32uVEBL,32,uniform,5,2,131072,1306.67,79.51,1244.98
32uVEBL,32,uniform,5,2,262144,1284.95,110.86,1123.13
32uVEBL,32,uniform,5,2,524288,933.125,114.41,900.278
32uVEBL,32,uniform,5,2,1048576,832.287,128.16,822.425
32uVEBL,32,uniform,5,2,2097152,886.658,135.73,867.083
32uVEBL,32,uniform,5,3,32,3225,21.59,593.75
32uVEBL,32,uniform,5,3,64,3379.69,35.33,634.375
32uVEBL,32,uniform,5,3,128,1220.31,21.17,733.594
32uVEBL,32,uniform,5,3,256,1848.05,20.41,1088.28
32uVEBL,32,uniform,5,3,512,1767.77,20.72,1120.7
32uVEBL,32,uniform,5,3,1024,1734.38,20.29,1057.81
32uVEBL,32,uniform,5,3,2048,1396.04,20.76,952.1
32uVEBL,32,uniform,5,3,4096,1421.36,21.89,498.12
32uVEBL,32,uniform,5,3,8192,929.712,23.29,537.805
32uVEBL,32,uniform,5,3,16384,1000.6,24.92,656.171
32uVEBL,32,uniform,5,3,32768,1499.3,28.91,896.494
32uVEBL,32,uniform,5,3,65536,1371.17,50.4,1129.04
32uVEBL,32,uniform,5,3,131072,1303.08,82.39,1199.51
32uVEBL,32,uniform,5,3,262144,1194.59,107.6,1116.58
32uVEBL,32,uniform,5,3,524288,911.23,116.31,888.279
32uVEBL,32,uniform,5,3,1048576,838.206,122.39,881.502
32uVEBL,32,uniform,5,3,2097152,838.952,140.65,850.562
32uVEBL,32,uniform,5,4,32,3050,20.52,678.125
32uVEBL,32,uniform,5,4,64,1370.31,23.6,765.625
32uVEBL,32,uniform,5,4,128,1464.06,25.16,1325
32uVEBL,32,uniform,5,4,256,1325.39,20.86,780.859
32uVEBL,32,uniform,5,4,512,2428.12,21.98,1316.6
32uVEBL,32,uniform,5,4,1024,1620.41,23.79,1068.16
32uVEBL,32,uniform,5,4,2048,1973.34,21.88,900.977
32uVEBL,32,uniform,5,4,4096,1305.37,24.93,895.02
32uVEBL,32,uniform,5,4,8192,2065.97,24.01,580.176
32uVEBL,32,uniform,5,4,16384,1615.5,25.6,771.191
32uVEBL,32,uniform,5,4,32768,998.529,31.11,998.175
32uVEBL,32,uniform,5,4,65536,1335.68,54.11,1107.46
32uVEBL,32,uniform,5,4,131072,1386.23,81.22,1242.91
32uVEBL,32,uniform,5,4,262144,1117.18,119.85,1140.44
32uVEBL,32,uniform,5,4,524288,921.87,114.25,922.928
32uVEBL,32,uniform,5,4,1048576,840.753,125.71,860.779
32uVEBL,32,uniform,5,4,2097152,839.179,133.71,862.971
32uVEBL,32,uniform,5,5,32,5543.75,21.51,765.625
32uVEBL,32,uniform,5,5,64,1289.06,37.38,753.125
32uVEBL,32,uniform,5,5,128,1188.28,21.11,568.75
32uVEBL,32,uniform,5,5,256,1155.86,21.14,620.703
32uVEBL,32,uniform,5,5,512,1096.48,21.63,653.711
32uVEBL,32,uniform,5,5,1024,1325,20.43,646.582
32uVEBL,32,uniform,5,5,2048,997.314,21.87,495.703
32uVEBL,32,uniform,5,5,4096,913.794,21.83,469.629
32uVEBL,32,uniform,5,5,8192,870.068,22.41,499.402
32uVEBL,32,uniform,5,5,16384,856.012,24.5,682.349
32uVEBL,32,uniform,5,5,32768,1103.6,30.49,900.253
32uVEBL,32,uniform,5,5,65536,1472.4,55.31,1143.17
32uVEBL,32,uniform,5,5,131072,1488.39,85.04,1232.63
32uVEBL,32,uniform,5,5,262144,1283.97,117.5,1146.94
32uVEBL,32,uniform,5,5,524288,980.642,115.63,969.327
32uVEBL,32,uniform,5,5,1048576,813.505,124.2,874.08
32uVEBL,32,uniform,5,5,2097152,846.633,137.95,854.516
32uVEBL,32,uniform,5,6,32,3737.5,20.27,612.5
32uVEBL,32,uniform,5,6,64,1131.25,22.25,2517.19
32uVEBL,32,uniform,5,6,128,1600,21.22,866.406
32uVEBL,32,uniform,5,6,256,1506.64,21.36,971.875
32uVEBL,32,uniform,5,6,512,1864.45,21.27,1122.07
32uVEBL,32,uniform,5,6,1024,1968.95,22.38,1178.12
32uVEBL,32,uniform,5,6,2048,1645.8,30.05,1055.57
32uVEBL,32,uniform,5,6,4096,1363.62,22.4,958.301
32uVEBL,32,uniform,5,6,8192,905.017,23.38,527.49
32uVEBL,32,uniform,5,6,16384,903.821,24.88,1046.08
32uVEBL,32,uniform,5,6,32768,1053.43,31.88,921.46
32uVEBL,32,uniform,5,6,65536,1283.58,55.43,1227.77
32uVEBL,32,uniform,5,6,131072,1346.62,79.88,1230.14
32uVEBL,32,uniform,5,6,262144,1152.52,111.96,1124.88
32uVEBL,32,uniform,5,6,524288,1017.43,112.15,912.587
32uVEBL,32,uniform,5,6,1048576,809.443,121.2,859.568
32uVEBL,32,uniform,5,6,2097152,839.719,135.55,865.422
32uVEBL,32,uniform,5,7,32,3496.88,21.48,781.25
32uVEBL,32,uniform,5,7,64,1862.5,21.38,945.312
32uVEBL,32,uniform,5,7,128,2027.34,21.85,700.781
32uVEBL,32,uniform,5,7,256,1481.25,20.89,801.562
32uVEBL,32,uniform,5,7,512,2089.65,22.51,836.328
32uVEBL,32,uniform,5,7,1024,1914.65,23.48,758.008
32uVEBL,32,uniform,5,7,2048,1354.98,22.21,665.283
32uVEBL,32,uniform,5,7,4096,1014.04,21.86,606.152
32uVEBL,32,uniform,5,7,8192,1022.46,22.71,549.78
32uVEBL,32,uniform,5,7,16384,837.201,26.07,680.597
32uVEBL,32,uniform,5,7,32768,958.142,30.14,864.514
32uVEBL,32,uniform,5,7,65536,1723.81,52.35,1161.94
32uVEBL,32,uniform,5,7,131072,1369.11,78.46,1265.92
32uVEBL,32,uniform,5,7,262144,1147.87,111.09,1090
32uVEBL,32,uniform,5,7,524288,1088.62,114.82,917.149
32uVEBL,32,uniform,5,7,1048576,820.971,122.68,820.926
32uVEBL,32,uniform,5,7,2097152,848.517,133.08,888.063
32uVEBL,32,uniform,5,8,32,4062.5,20.81,565.625
32uVEBL,32,uniform,5,8,64,2698.44,34.71,900
32uVEBL,32,uniform,5,8,128,957.812,21.4,610.938
32uVEBL,32,uniform,5,8,256,1780.86,21.59,660.156
32uVEBL,32,uniform,5,8,512,1980.86,20.34,1082.23
32uVEBL,32,uniform,5,8,1024,1504.98,20.37,1029.2
32uVEBL,32,uniform,5,8,2048,1375.29,21.39,939.844
32uVEBL,32,uniform,5,8,4096,1638.48,23.65,580.029
32uVEBL,32,uniform,5,8,8192,1023.68,22.06,638.818
32uVEBL,32,uniform,5,8,16384,827.863,38.72,663.806
32uVEBL,32,uniform,5,8,32768,1499.4,31.36,1021.27
32uVEBL,32,uniform,5,8,65536,1833.41,52.37,1191.66
32uVEBL,32,uniform,5,8,131072,1391.05,80.84,1276.19
32uVEBL,32,uniform,5,8,262144,1165.92,114.22,1124.44
32uVEBL,32,uniform,5,8,524288,949.344,115.07,927.734
32uVEBL,32,uniform,5,8,1048576,814.25,114.35,848.398
32uVEBL,32,uniform,5,8,2097152,831.311,140.5,859.762
32uVEBL,32,uniform,5,9,32,3337.5,20.81,837.5
32uVEBL,32,uniform,5,9,64,2025,33.54,704.688
32uVEBL,32,uniform,5,9,128,1553.12,24.58,919.531
32uVEBL,32,uniform,5,9,256,1514.45,20.77,964.453
32uVEBL,32,uniform,5,9,512,1917.97,21.61,949.805
32uVEBL,32,uniform,5,9,1024,2032.03,20.94,652.344
32uVEBL,32,uniform,5,9,2048,1341.6,21.01,645.557
32uVEBL,32,uniform,5,9,4096,1767.41,21.49,965.82
32uVEBL,32,uniform,5,9,8192,725.745,23.98,517.786
32uVEBL,32,uniform,5,9,16384,1530.22,24.45,653.552
32uVEBL,32,uniform,5,9,32768,1222.7,29.31,934.415
32uVEBL,32,uniform,5,9,65536,1253.15,50.45,1066.24
32uVEBL,32,uniform,5,9,131072,1302.56,80.4,1316.93
32uVEBL,32,uniform,5,9,262144,1449.8,111.97,1099.84
32uVEBL,32,uniform,5,9,524288,955.259,115.49,932.901
32uVEBL,32,uniform,5,9,1048576,812.345,119.6,841.532
32uVEBL,32,uniform,5,9,2097152,820.037,132.62,844.174
32uVEBL,32,uniform,6,0,32,10431.2,17.09,878.125
32uVEBL,32,uniform,6,0,64,1565.62,36.06,1140.62
32uVEBL,32,uniform,6,0,128,2051.56,19.4,1445.31
32uVEBL,32,uniform,6,0,256,1741.8,17.58,751.172
32uVEBL,32,uniform,6,0,512,1943.75,18.03,960.156
32uVEBL,32,uniform,6,0,1024,2321,17.7,825.098
32uVEBL,32,uniform,6,0,2048,1530.47,18.43,727.49
32uVEBL,32,uniform,6,0,4096,1820.46,19.27,867.212
32uVEBL,32,uniform,6,0,8192,2062.59,20.1,869.263
32uVEBL,32,uniform,6,0,16384,1892.96,23.7,908.99
32uVEBL,32,uniform,6,0,32768,1558.03,27.08,1211.08
32uVEBL,32,uniform,6,0,65536,2271,45.79,1254.62
32uVEBL,32,uniform,6,0,131072,2177.99,73.71,1431.51
32uVEBL,32,uniform,6,0,262144,1653.32,106.44,1317.06
32uVEBL,32,uniform,6,0,524288,1353.45,108.71,1073.21
32uVEBL,32,uniform,6,0,1048576,1010.77,115.15,983.382
32uVEBL,32,uniform,6,0,2097152,1033.83,128.55,959.965
